file_name,key_word,window,collocate_term,collocate_frequency,text_frequency,MI_score
Braddon_Audley_1862,jealous,5,he,1,2364,0.6878413285321513
Braddon_Audley_1862,jealous,5,wanted,1,36,6.724930647267372
Braddon_Audley_1862,jealous,5,marry,1,22,7.435424030072386
Braddon_Audley_1862,jealous,5,fiercely,1,13,8.194415930568592
Braddon_Audley_1862,jealous,5,poor,1,158,4.591074900532582
Braddon_Audley_1862,jealous,5,alicia,1,212,4.166935194146484
Braddon_Audley_1862,jealous,5,is,1,716,2.4110398714454275
Braddon_Audley_1862,jealous,5,rather,1,106,5.166935194146484
Braddon_Audley_1862,jealous,5,any,1,276,3.7863311919315152
Braddon_Audley_1862,jealous,5,attention,1,13,8.194415930568592
Braddon_Audley_1862,jealous,5,mr,1,459,3.0525053052958757
Braddon_Audley_1862,jealous,5,audley,1,948,2.0061123998114248
Braddon_Audley_1862,jealous,5,a,1,3343,0.1879280090922804
Braddon_Audley_1862,jealous,5,favorite,1,14,8.08750072665208
Braddon_Audley_1862,jealous,5,you,1,1777,1.0996276826810059
Braddon_Audley_1862,jealous,5,tonks,1,31,6.940659338322809
Braddon_Audley_1862,jealous,5,mrs,1,175,4.443644536877355
Braddon_Audley_1862,jealous,5,vincent,1,42,6.502538225930923
Braddon_Audley_1862,jealous,5,answered,1,157,4.600234899818057
Braddon_Audley_1862,jealous,5,reproachfully,1,6,9.309893147988527
Blackmore_Lorna_1869,jealous,5,yet,1,418,2.3431436118400955
Blackmore_Lorna_1869,jealous,5,about,2,542,2.9683537025671063
Blackmore_Lorna_1869,jealous,5,that,3,3424,0.8939982582409873
Blackmore_Lorna_1869,jealous,5,i,2,6695,-0.6583655962906949
Blackmore_Lorna_1869,jealous,5,was,5,3457,1.6171259505459417
Blackmore_Lorna_1869,jealous,5,and,5,12136,-0.19457453143869302
Blackmore_Lorna_1869,jealous,5,ready,1,95,4.48064713559003
Blackmore_Lorna_1869,jealous,5,to,3,8125,-0.35268685304840736
Blackmore_Lorna_1869,jealous,5,be,2,1724,1.29895868483188
Blackmore_Lorna_1869,jealous,5,vexed,1,62,5.096306433534102
Blackmore_Lorna_1869,jealous,5,more,1,788,1.4284509244646018
Blackmore_Lorna_1869,jealous,5,except,1,194,3.45058990173385
Blackmore_Lorna_1869,jealous,5,men,1,359,2.5626627100979267
Blackmore_Lorna_1869,jealous,5,are,1,511,2.0533232629833567
Blackmore_Lorna_1869,jealous,5,but,1,2101,0.01364229724793215
Blackmore_Lorna_1869,jealous,5,whether,1,130,4.028134930892524
Blackmore_Lorna_1869,jealous,5,it,2,3738,0.1824518901758199
Blackmore_Lorna_1869,jealous,5,were,1,922,1.20187980349164
Blackmore_Lorna_1869,jealous,5,which,1,888,1.256086877570872
Blackmore_Lorna_1869,jealous,5,made,1,440,2.2691430303963185
Blackmore_Lorna_1869,jealous,5,our,1,747,1.505538311131741
Blackmore_Lorna_1869,jealous,5,mother,2,592,2.8410493782920283
Blackmore_Lorna_1869,jealous,5,quite,1,263,3.011583754628676
Blackmore_Lorna_1869,jealous,5,for,2,3285,0.36882508871128616
Blackmore_Lorna_1869,jealous,5,annie,2,380,3.4806471355900306
Blackmore_Lorna_1869,jealous,5,who,2,610,2.7978373114707296
Blackmore_Lorna_1869,jealous,5,always,1,180,3.558649647591303
Blackmore_Lorna_1869,jealous,5,one,1,1022,1.0533232629833569
Blackmore_Lorna_1869,jealous,5,as,3,2872,1.1476252108190828
Blackmore_Lorna_1869,jealous,5,eliza,1,25,6.406646554146254
Blackmore_Lorna_1869,jealous,5,of,3,8212,-0.36805266746646775
Blackmore_Lorna_1869,jealous,5,me,3,2751,1.2097248203259237
Blackmore_Lorna_1869,jealous,5,managed,1,29,6.192521748793406
Blackmore_Lorna_1869,jealous,5,whisper,1,14,7.243147821863374
Blackmore_Lorna_1869,jealous,5,you,3,1921,1.727823440976607
Blackmore_Lorna_1869,jealous,5,she,2,1645,1.3666308752983742
Blackmore_Lorna_1869,jealous,5,will,1,668,1.6667984514469258
Blackmore_Lorna_1869,jealous,5,so,2,1681,1.3353987346848106
Blackmore_Lorna_1869,jealous,5,what,1,741,1.5171730116151443
Blackmore_Lorna_1869,jealous,5,thought,1,286,2.8906314071425885
Blackmore_Lorna_1869,jealous,5,their,1,648,1.7106527410363535
Blackmore_Lorna_1869,jealous,5,wives,1,16,7.050502743920978
Blackmore_Lorna_1869,jealous,5,laughed,1,49,5.43579289980577
Blackmore_Lorna_1869,jealous,5,heartily,1,23,6.526940787863965
Blackmore_Lorna_1869,jealous,5,being,1,587,1.853286050810926
Blackmore_Lorna_1869,jealous,5,when,1,786,1.4321172416623713
Blackmore_Lorna_1869,jealous,5,alone,1,64,5.050502743920978
Blackmore_Lorna_1869,jealous,5,perhaps,2,212,4.322582289357779
Blackmore_Lorna_1869,jealous,5,after,1,388,2.45058990173385
Blackmore_Lorna_1869,jealous,5,out,1,563,1.9135116318407484
Blackmore_Lorna_1869,jealous,5,all,1,1897,0.16099878050950225
Blackmore_Lorna_1869,jealous,5,certainty,1,4,9.050502743920978
Blackmore_Lorna_1869,jealous,5,the,1,12423,-2.5502232441700565
Blackmore_Lorna_1869,jealous,5,heart,1,237,3.161759495022719
Blackmore_Lorna_1869,jealous,5,is,2,1267,1.7433019347801686
Blackmore_Lorna_1869,jealous,5,loath,1,13,7.350063025779886
Blackmore_Lorna_1869,jealous,5,own,1,445,2.252841218067218
Blackmore_Lorna_1869,jealous,5,said,1,700,1.5992916320886492
Blackmore_Lorna_1869,jealous,5,betty,1,82,4.692950739302894
Blackmore_Lorna_1869,jealous,5,in,2,3415,0.3128328807435251
Blackmore_Lorna_1869,jealous,5,her,2,2157,0.975692282760524
Blackmore_Lorna_1869,jealous,5,most,1,247,3.1021355123363006
Blackmore_Lorna_1869,jealous,5,way,1,339,2.645361280784634
Blackmore_Lorna_1869,jealous,5,tak,1,7,8.243147821863374
Blackmore_Lorna_1869,jealous,5,by,1,1018,1.0589808978452826
Blackmore_Lorna_1869,jealous,5,sobbed,1,4,9.050502743920978
Blackmore_Lorna_1869,jealous,5,till,1,89,4.57476931295458
Blackmore_Lorna_1869,jealous,5,lizzie,1,131,4.017079742383528
Blackmore_Lorna_1869,jealous,5,came,1,485,2.1286618068464875
Blackmore_Lorna_1869,jealous,5,with,1,2672,-0.3332015485530742
Blackmore_Lorna_1869,jealous,5,two,1,316,2.7467219957438753
Blackmore_Lorna_1869,jealous,5,pocket,1,14,7.243147821863374
Blackmore_Lorna_1869,jealous,5,returning,1,7,8.243147821863374
Blackmore_Lorna_1869,jealous,5,very,1,940,1.1739857973559782
Blackmore_Lorna_1869,jealous,5,foolish,1,28,6.243147821863374
Blackmore_Lorna_1869,jealous,5,john,2,755,2.490169909708537
Blackmore_Lorna_1869,jealous,5,how,1,502,2.078959189970206
Blackmore_Lorna_1869,jealous,5,shall,1,214,3.309035757519831
Blackmore_Lorna_1869,jealous,5,punish,1,3,9.465540243199822
Blackmore_Lorna_1869,jealous,5,truth,1,119,4.155684980613034
Blackmore_Lorna_1869,jealous,5,lorna,1,702,1.5951755236164173
Blackmore_Lorna_1869,jealous,5,could,1,952,1.1556849806130345
Blackmore_Lorna_1869,jealous,5,wait,1,40,5.728574649033616
Blackmore_Lorna_1869,jealous,5,this,1,1311,0.6940507736992235
Blackmore_Lorna_1869,jealous,5,good,1,685,1.630542566073089
Blackmore_Lorna_1869,jealous,5,horse,1,194,3.45058990173385
Blackmore_Lorna_1869,jealous,5,became,1,50,5.406646554146254
Blackmore_Lorna_1869,jealous,5,a,1,5434,-1.357296106300997
Blackmore_Lorna_1869,jealous,5,dog,1,43,5.62423798921888
Blackmore_Lorna_1869,jealous,5,yourself,1,33,6.0061086245625255
Blackmore_Lorna_1869,jealous,5,aside,1,26,6.350063025779885
Blackmore_Lorna_1869,jealous,5,now,1,1127,0.9122309437487569
Blackmore_Lorna_1869,jealous,5,look,1,277,2.9367605778717896
Blackmore_Lorna_1869,jealous,5,not,1,2356,-0.1516210799094827
Blackmore_Lorna_1869,jealous,5,we,1,973,1.1242067491398664
Blackmore_Springhaven_1887,jealous,5,heart,1,146,3.4314031511719567
Blackmore_Springhaven_1887,jealous,5,beat,1,21,6.228910287273213
Blackmore_Springhaven_1887,jealous,5,one,1,762,1.0475805225586514
Blackmore_Springhaven_1887,jealous,5,pulse,1,4,8.621227710051974
Blackmore_Springhaven_1887,jealous,5,quicker,1,10,7.299299615164611
Blackmore_Springhaven_1887,jealous,5,he,2,2559,0.2998632780125272
Blackmore_Springhaven_1887,jealous,5,was,2,2161,0.5437443531924663
Blackmore_Springhaven_1887,jealous,5,not,2,1436,1.1333876762289221
Blackmore_Springhaven_1887,jealous,5,but,1,1803,-0.19495597138036802
Blackmore_Springhaven_1887,jealous,5,still,1,128,3.6212277100519734
Blackmore_Springhaven_1887,jealous,5,leagues,1,14,6.813872787994369
Blackmore_Springhaven_1887,jealous,5,along,1,52,4.920787991910881
Blackmore_Springhaven_1887,jealous,5,the,6,10450,-0.1450251110824777
Blackmore_Springhaven_1887,jealous,5,coast,1,72,4.451302708609662
Blackmore_Springhaven_1887,jealous,5,and,6,7160,0.4004463386215109
Blackmore_Springhaven_1887,jealous,5,people,2,186,4.082068898943942
Blackmore_Springhaven_1887,jealous,5,laughed,2,15,7.714337114443455
Blackmore_Springhaven_1887,jealous,5,instead,2,82,5.26367570543389
Blackmore_Springhaven_1887,jealous,5,of,6,6568,0.5249517989953248
Blackmore_Springhaven_1887,jealous,5,waiting,1,29,5.763246714924401
Blackmore_Springhaven_1887,jealous,5,place,1,144,3.4513027086096613
Blackmore_Springhaven_1887,jealous,5,who,1,625,1.3335153305025242
Blackmore_Springhaven_1887,jealous,5,are,3,651,2.8596764776074943
Blackmore_Springhaven_1887,jealous,5,to,5,5948,0.40496687288691713
Blackmore_Springhaven_1887,jealous,5,last,1,165,3.254905495806158
Blackmore_Springhaven_1887,jealous,5,degree,1,4,8.621227710051974
Blackmore_Springhaven_1887,jealous,5,about,1,449,1.810656075310827
Blackmore_Springhaven_1887,jealous,5,admiral,1,250,2.6554434253898864
Blackmore_Springhaven_1887,jealous,5,seems,1,42,5.228910287273213
Blackmore_Springhaven_1887,jealous,5,a,6,4739,0.9958232651405289
Blackmore_Springhaven_1887,jealous,5,little,2,443,2.8300648214969555
Blackmore_Springhaven_1887,jealous,5,bit,1,74,4.411774344423024
Blackmore_Springhaven_1887,jealous,5,his,1,2670,-0.7613963165229427
Blackmore_Springhaven_1887,jealous,5,reputation,1,3,9.036265209330818
Blackmore_Springhaven_1887,jealous,5,what,1,588,1.4215553652156092
Blackmore_Springhaven_1887,jealous,5,joke,1,12,7.036265209330817
Blackmore_Springhaven_1887,jealous,5,there,1,630,1.3220196916646947
Blackmore_Springhaven_1887,jealous,5,hundreds,1,7,7.813872787994369
Blackmore_Springhaven_1887,jealous,5,scoundrels,1,4,8.621227710051974
Blackmore_Springhaven_1887,jealous,5,eager,1,15,6.714337114443455
Blackmore_Springhaven_1887,jealous,5,spoil,1,3,9.036265209330818
Blackmore_Springhaven_1887,jealous,5,every,1,280,2.491944693107007
Blackmore_Springhaven_1887,jealous,5,know,2,353,3.157703336780793
Blackmore_Springhaven_1887,jealous,5,by,1,812,0.9558917928667974
Blackmore_Springhaven_1887,jealous,5,miserably,2,2,10.621227710051974
Blackmore_Springhaven_1887,jealous,5,false,1,16,6.621227710051973
Blackmore_Springhaven_1887,jealous,5,it,1,2571,-0.7068861847816825
Blackmore_Springhaven_1887,jealous,5,long,1,312,2.335825491189725
Blackmore_Springhaven_1887,jealous,5,sight,1,42,5.228910287273213
Blackmore_Springhaven_1887,jealous,5,too,2,237,3.732484461153714
Blackmore_Springhaven_1887,jealous,5,villain,1,7,7.813872787994369
Blackmore_Springhaven_1887,jealous,5,is,1,1560,0.013897396302362863
Blackmore_Springhaven_1887,jealous,5,though,1,241,2.708338373822012
Blackmore_Springhaven_1887,jealous,5,becoming,1,10,7.299299615164611
Blackmore_Springhaven_1887,jealous,5,affectionate,1,3,9.036265209330818
Blackmore_Springhaven_1887,jealous,5,good,2,557,2.499694192711942
Blackmore_Springhaven_1887,jealous,5,lack,2,5,9.29929961516461
Blackmore_Springhaven_1887,jealous,5,grocer,2,4,9.621227710051974
Blackmore_Springhaven_1887,jealous,5,s,2,626,2.3312088631193553
Blackmore_Springhaven_1887,jealous,5,daughter,1,44,5.161796091414676
Blackmore_Springhaven_1887,jealous,5,carne,1,330,2.254905495806158
Blackmore_Springhaven_1887,jealous,5,compelled,1,18,6.451302708609661
Blackmore_Springhaven_1887,jealous,5,as,2,2238,0.4932333890755796
Blackmore_Springhaven_1887,jealous,5,dolly,1,273,2.528470569132121
Blackmore_Springhaven_1887,jealous,5,you,2,2412,0.3852135181518886
Blackmore_Springhaven_1887,jealous,5,vixen,1,4,8.621227710051974
Blackmore_Springhaven_1887,jealous,5,i,3,2901,0.7038556305751323
Blackmore_Springhaven_1887,jealous,5,shall,2,278,3.5022866373284662
Blackmore_Springhaven_1887,jealous,5,recall,1,1,10.621227710051974
Blackmore_Springhaven_1887,jealous,5,heartily,1,16,6.621227710051973
Blackmore_Springhaven_1887,jealous,5,call,1,95,4.051372101721025
Blackmore_Springhaven_1887,jealous,5,me,2,804,1.970176018873045
Blackmore_Springhaven_1887,jealous,5,my,1,1046,0.5905605738050321
Blackmore_Springhaven_1887,jealous,5,dear,1,198,2.991871089972364
Blackmore_Springhaven_1887,jealous,5,father,1,273,2.528470569132121
Blackmore_Springhaven_1887,jealous,5,how,1,311,2.3404569399213706
Blackmore_Springhaven_1887,jealous,5,be,1,1480,0.08984624953566131
Blackmore_Springhaven_1887,jealous,5,when,1,571,1.4638807746891305
Blackmore_Springhaven_1887,jealous,5,subject,1,19,6.373300196608388
Blackmore_Springhaven_1887,jealous,5,we,1,470,1.7447107634869738
Blackmore_Springhaven_1887,jealous,5,very,1,625,1.3335153305025242
Blackmore_Springhaven_1887,jealous,5,english,1,135,3.544412113001143
Blackmore_Springhaven_1887,jealous,5,ships,1,52,4.920787991910881
Blackmore_Springhaven_1887,jealous,5,that,1,2669,-0.7608558800899928
Blackmore_Erema_1877,jealous,5,ignorant,1,3,10.871460368043802
Blackmore_Erema_1877,jealous,5,child,1,70,6.327139851819992
Blackmore_Erema_1877,jealous,5,suan,1,72,6.286497867322646
Blackmore_Erema_1877,jealous,5,was,1,2159,1.3802753407424537
Blackmore_Erema_1877,jealous,5,dreadfully,1,6,9.871460368043802
Blackmore_Erema_1877,jealous,5,of,1,4931,0.1887583312638398
Blackmore_Erema_1877,jealous,5,this,3,840,4.327139851819992
Blackmore_Erema_1877,jealous,5,and,2,6241,0.8488613724107529
Blackmore_Erema_1877,jealous,5,perhaps,1,222,4.662007002414853
Blackmore_Erema_1877,jealous,5,i,2,4210,1.4168183508112004
Blackmore_Erema_1877,jealous,5,coorous,1,2,11.456422868764959
Blackmore_Erema_1877,jealous,5,woman,1,79,6.152642120587856
Blackmore_Erema_1877,jealous,5,she,1,470,3.579905922199959
Blackmore_Erema_1877,jealous,5,is,1,949,2.5661585917438496
Blackmore_Erema_1877,jealous,5,that,1,2219,1.3407289165679477
Blackmore_Erema_1877,jealous,5,might,1,300,4.227604178269078
Blackmore_Erema_1877,jealous,5,say,1,257,4.4507983195710805
Blackmore_Erema_1877,jealous,5,forward,1,22,7.996991250127662
Blackmore_Erema_1877,jealous,5,all,1,1000,2.490638584102872
Blackmore_Erema_1877,jealous,5,time,1,325,4.1121269608491415
Blackmore_Erema_1877,jealous,5,in,1,1982,1.5036816215784707
Blackmore_Erema_1877,jealous,5,place,1,138,5.34789841198679
Blackmore_Erema_1877,jealous,5,without,1,248,4.502226558378084
Blackmore_Erema_1877,jealous,5,his,1,1873,1.5852876845219137
Blackmore_Erema_1877,jealous,5,business,1,41,7.098870864146876
Blackmore_Erema_1877,jealous,5,being,1,247,4.508055637180281
Anon_Clara_1864,jealous,5,went,1,142,3.6769746887772774
Anon_Clara_1864,jealous,5,to,2,4972,-0.4528887727705252
Anon_Clara_1864,jealous,5,examine,1,15,6.919831212673441
Anon_Clara_1864,jealous,5,those,1,99,4.19736518820235
Anon_Clara_1864,jealous,5,letters,1,36,5.6567968068396475
Anon_Clara_1864,jealous,5,at,1,1445,0.3298680308939184
Anon_Clara_1864,jealous,5,once,1,213,3.0920121880561213
Anon_Clara_1864,jealous,5,of,6,4949,1.138762982136113
Anon_Clara_1864,jealous,5,my,2,2850,0.3499756043424932
Anon_Clara_1864,jealous,5,secret,1,21,6.434404385503199
Anon_Clara_1864,jealous,5,her,2,1594,1.188285894291488
Anon_Clara_1864,jealous,5,presence,1,33,5.782327688923506
Anon_Clara_1864,jealous,5,and,5,7349,0.3053176669517447
Anon_Clara_1864,jealous,5,the,2,9466,-1.381817398456404
Anon_Clara_1864,jealous,5,despair,1,5,8.504793713394598
Anon_Clara_1864,jealous,5,which,1,625,1.5390094287325102
Anon_Clara_1864,jealous,5,felt,1,105,4.112476290615837
Anon_Clara_1864,jealous,5,it,1,2537,-0.48218599578197946
Anon_Clara_1864,jealous,5,a,3,4182,0.38170696241353663
Anon_Clara_1864,jealous,5,beany,1,36,5.6567968068396475
Anon_Clara_1864,jealous,5,dawe,1,52,5.126282090140868
Anon_Clara_1864,jealous,5,became,1,39,5.541319589419712
Anon_Clara_1864,jealous,5,unduly,1,2,9.82672180828196
Anon_Clara_1864,jealous,5,but,3,1584,1.7823276889235065
Anon_Clara_1864,jealous,5,in,2,2783,0.38429661495035233
Anon_Clara_1864,jealous,5,this,1,710,1.3550465938899154
Anon_Clara_1864,jealous,5,as,3,1797,1.600309615493174
Anon_Clara_1864,jealous,5,i,7,5750,1.1447304896204638
Anon_Clara_1864,jealous,5,won,1,75,4.597903117786078
Anon_Clara_1864,jealous,5,t,1,520,1.8043539952535053
Anon_Clara_1864,jealous,5,be,3,1097,2.312336498599923
Anon_Clara_1864,jealous,5,will,1,487,1.8989438461996178
Anon_Clara_1864,jealous,5,introduce,1,6,8.241759307560802
Anon_Clara_1864,jealous,5,you,2,2061,0.8175930187427033
Anon_Clara_1864,jealous,5,everywhere,1,4,8.82672180828196
Anon_Clara_1864,jealous,5,he,3,2143,1.3462681743265683
Anon_Clara_1864,jealous,5,was,4,2614,1.4746783824865264
Anon_Clara_1864,jealous,5,so,2,1107,1.7142823015004076
Anon_Clara_1864,jealous,5,dreadfully,1,17,6.739258967031621
Anon_Clara_1864,jealous,5,did,1,371,2.2914464316611562
Anon_Clara_1864,jealous,5,not,1,1616,0.16851032553016496
Anon_Clara_1864,jealous,5,am,1,349,2.379638582072307
Anon_Clara_1864,jealous,5,getting,1,20,6.504793713394597
Anon_Clara_1864,jealous,5,thinks,1,13,7.126282090140867
Anon_Clara_1864,jealous,5,much,1,312,2.5413195894197114
Anon_Clara_1864,jealous,5,more,2,537,2.7579435302965467
Anon_Clara_1864,jealous,5,come,1,302,2.588317068956881
Anon_Clara_1864,jealous,5,uncle,1,158,3.5229410601048565
Anon_Clara_1864,jealous,5,shall,1,167,3.4430175158079073
Anon_Clara_1864,jealous,5,young,1,155,3.5505974030077225
Anon_Clara_1864,jealous,5,lady,1,98,4.212011964166751
Anon_Clara_1864,jealous,5,have,1,1090,0.7366093886176709
Anon_Clara_1864,jealous,5,say,1,278,2.7077807355584524
Anon_Clara_1864,jealous,5,their,1,242,2.907858571007365
Anon_Clara_1864,jealous,5,lovers,1,6,8.241759307560802
Anon_Clara_1864,jealous,5,amazingly,1,1,10.82672180828196
Anon_Clara_1864,jealous,5,every,1,250,2.8609375236198726
Anon_Clara_1864,jealous,5,man,1,276,2.7181973515037905
Anon_Clara_1864,jealous,5,carries,1,3,9.241759307560804
Anon_Clara_1864,jealous,5,cold,1,96,4.2417593075608035
Anon_Clara_1864,jealous,5,shouldering,1,3,9.241759307560804
Anon_Clara_1864,jealous,5,me,1,1970,-0.11725810606177889
Anon_Clara_1864,jealous,5,desperately,2,4,9.82672180828196
Anon_Clara_1864,jealous,5,jealous,2,11,8.367290189644663
Anon_Clara_1864,jealous,5,for,2,1910,0.9273648853588485
Anon_Clara_1864,jealous,5,love,1,217,3.0651705758374805
Anon_Clara_1864,jealous,5,they,1,697,1.3817069624135365
Anon_Clara_1864,jealous,5,happened,1,30,5.919831212673441
Anon_Clara_1864,jealous,5,most,1,265,2.7768732588313982
Anon_Clara_1864,jealous,5,brood,1,1,10.82672180828196
Anon_Clara_1864,jealous,5,pintail,1,1,10.82672180828196
Barclay_Rosary_1909,jealous,5,and,1,3890,0.46538027447821273
Barclay_Rosary_1909,jealous,5,you,2,1693,2.6655684564561253
Barclay_Rosary_1909,jealous,5,need,1,59,6.508291664989926
Barclay_Rosary_1909,jealous,5,not,1,823,2.706186093930141
Barclay_Rosary_1909,jealous,5,be,1,621,3.1124852561312855
Barclay_Rosary_1909,jealous,5,of,2,2621,2.0350330760233493
Barclay_Rosary_1909,jealous,5,dal,1,73,6.20111015547175
Barclay_Rosary_1909,jealous,5,i,2,2151,2.3201429049287063
Barclay_Rosary_1909,jealous,5,admire,1,5,10.069006619464405
Barclay_Rosary_1909,jealous,5,confess,1,8,9.390934714351767
